id_req,desc_cat1,desc_cat2,desc_cat3,desc_cat4,desc_pegText
FL1X,LOAD CONTROL SYSTEMS,GENERATOR CONTROL PANEL RELAYS,CONTROL HARDWARE,UPGRADE GENERATOR CONTROL PANEL DIFFERENTIAL LOCKOUT RELAY (86G/86T) [FL1X],GENERATOR DIFF/LOCKOUT RELAY (86G/87G)
FL1Y,LOAD CONTROL SYSTEMS,GENERATOR CONTROL PANEL RELAYS,CONTROL HARDWARE,UPGRADE GENERATOR CONTROL PANEL STATOR OVER TEMPERATURE RELAY - 49G [FL1Y],GENERATOR STATOR OVERTEMPERATURE RELAY(49G)
FL1Z,LOAD CONTROL SYSTEMS,GENERATOR CONTROL PANEL RELAYS,CONTROL HARDWARE,UPGRADE GENERATOR CONTROL PANEL CRANKING MOTOR PROTECTION RELAY - 64CM [FL1Z],GCP CRANKING MOTOR PROTECTION RELAY(64CM)
FL2A,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,CONTROL HARDWARE,ADD WATT RECORDER STRIP CHART [FL2A],WATT RECORDER STRIP CHART
FL2B,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,CONTROL HARDWARE,ADD GENERATOR CONTROL PANEL POWER FACTOR METER [FL2B],GCP POWER FACTOR METER
FL2C,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,INSTRUMENTATION,ADD GENERATOR CONTROL PANEL WATT-HOUR METER CONTACT DEVICE [FL2C],GCP WATT HOUR METER CONTACT DEVICE
FL2D,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,INSTRUMENTATION,ADD GENERATOR CONTROL PANEL FIELD VOLTMETER [FL2D],GCP FIELD VOLTMETER
FL2E,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,INSTRUMENTATION,ADD GENERATOR CONTROL PANEL ADDITIONAL AMMETER [FL2E],GCP ADDITIONAL AMMETER
FL2F,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,INSTRUMENTATION,ADD GENERATOR CONTROL PANEL FIELD AMMETER [FL2F],GCP FIELD AMMETER
FL2G,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,INSTRUMENTATION,ADD GENERATOR CONTROL PANEL VAR METER [FL2G],GCP VAR METER
FL2H,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,INSTRUMENTATION,ADD GENERATOR CONTROL PANEL WATT-HOUR METER [FL2H],GCP WATT HOUR METER
FL2I,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,INSTRUMENTATION,ADD WATT-HOUR METER CONTACT DEVICE [FL2I],WATT HOUR METER CONTACT DEVICE
FL2J,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,INSTRUMENTATION,ADD GENERATOR CONTROL PANEL WATTS TRANSDUCER [FL2J],GCP WATTS TRANSDUCER
FL2K,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,INSTRUMENTATION,ADD GENERATOR CONTROL PANEL VAR TRANSDUCERS [FL2K],GCP VAR TRANSDUCER
FL2L,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,INSTRUMENTATION,APPLY GENERATOR CONTROL PANEL TEMPERATURE RTDS [FL2L],GCP TEMP IND - FOR GENERATOR RTD'S
FL2M,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,INSTRUMENTATION,ADD GENERATOR CONTROL PANEL FIELD VOLTS TRANSDUER [FL2M],GCP FIELD VOLTS TRANSDUCER
FL2N,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,INSTRUMENTATION,ADD GENERATOR CONTROL PANEL FIELD AMPS TRANSDUER [FL2M],GCP FIELD AMPS TRANSDUCER
FL2P,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,INSTRUMENTATION,ADD GENERATOR CONTROL PANEL ADDITIONAL VOLTMETER [FL2P],GCP ADDITIONAL VOLTMETER
FL2Q,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,INSTRUMENTATION,ADD GENERATOR CONTROL PANEL WATT METER [FL2Q],GCP WATT METER
FL2R,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,INSTRUMENTATION,ADD GENERATOR CONTROL PANEL AMMETER AND PHASE SELECTOR SWITCH [FL2R],GCP AMMETER AND PHASE SELECTOR SWITCH
FL2S,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,CONTROL HARDWARE,APPLY MANUAL SYNCHRONIZING FUNCTION [FL2S],MANUAL SYNCHRONIZING FUNCTION
FL2T,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,CONTROL HARDWARE,ADD GENERATOR CONTROL PANEL AUTO- SYNCHRONIZING MODULE [FL2T],AUTOMATIC SYNCRONIZING MODULE
FL2U,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,CONTROL HARDWARE,ADD GENERATOR CONTROL PANEL FREQUENCY METER [FL2U],GCP FREQUENCY METER
FL2V,LOAD CONTROL SYSTEMS,GENERATOR CONT PNL INSTRUMENTATION,INSTRUMENTATION,ADD GENERATOR CONTROL PANEL KVAR-HR METER WITH D72 CONTACT DEVICE [FL2V],GCP KVAR-HR METER W/D72 CONTACT DEVICE
FL3A,LOAD CONTROL SYSTEMS,OTHER,CONTROL HARDWARE,ADD TURBINE CONTROL PANEL LOAD LIMITER FOR MARK IV [FL3A],A LOAD LIMITER (IN TCP FOR MK IV)
FL3B,LOAD CONTROL SYSTEMS,OTHER,CONTROL HARDWARE,APPLY REMOTE MANUAL SWITCHING [FL3B],REMOTE MANUAL SYNCHRONIZING
FL3C,LOAD CONTROL SYSTEMS,OTHER,CONTROL HARDWARE,ADD GENERATOR CONTROL PANEL ANALOG POWER SYSTEM STABILIZER [FL3C],GENERATOR POWER SYSTEM STABILIZER (ANALOG)
FL3D,LOAD CONTROL SYSTEMS,OTHER,INSTRUMENTATION,ADD THREE-PHASE VOLTAGE SENSING [FL3D],3 PHASE VOLTAGE SENSING
FL3E,LOAD CONTROL SYSTEMS,OTHER,CONTROL HARDWARE,APPLY VOLTAGE MATCHING FOR MARK IV SPEEDTRONIC [FL3E],VOLTAGE MATCHING (MICROPROCESSOR ONLY)
FL3F,LOAD CONTROL SYSTEMS,OTHER,CONTROL HARDWARE,APPLY GENERATOR CONTROL PANEL SECOND BREAKER SYNCHRONIZER [FL3F],2ND BREAKER SYNCHRONIZING
FL3G,LOAD CONTROL SYSTEMS,OTHER,CONTROL HARDWARE,REPLACE GENERATOR CONTROL PANEL  LOAD REGULATOR RELAY (90L) [FL3G],90L Relay Replacement
FL3H,LOAD CONTROL SYSTEMS,OTHER,CONTROL HARDWARE,APPLY GENERATOR CONTROL PANEL DIGITAL GENERATOR PROTECTIVE RELAY [FL3H],DIGITAL GENERATOR PROTECTION
FL3I,LOAD CONTROL SYSTEMS,OTHER,CONTROL HARDWARE,APPLY GENERATOR CONTROL PANEL G60 DIGITAL GENERATOR PROTECTIVE RELAY [FL31],G60 Digital Generator Protection Relay
FM1A,REMOTE CONTROL SYSTEMS,REMOTE CONTROL,CONTROL HARDWARE,PROVIDE CABLE-REMOTE PANEL WITH LOCAL MARK II [FM1A],CABLE REMOTE PANEL WITH MKII LOCAL
FM1B,REMOTE CONTROL SYSTEMS,REMOTE CONTROL,CONTROL HARDWARE,PROVIDE CABLE-REMOTE PANEL ANNUNCIATOR FOR MARK II [FM1B],ANNUCIATOR ON CABLE REMOTE PNL(MKII ONLY)
FM1C,REMOTE CONTROL SYSTEMS,REMOTE CONTROL,CONTROL HARDWARE,PROVIDE CABLE-REMOTE CONTROL PANEL [FM1C],PROVISIONS FOR CABLE REMOTE CONTROL
FM1D,REMOTE CONTROL SYSTEMS,REMOTE CONTROL,CONTROL HARDWARE,"PROVIDE REMOTE CATHOD-RAY-TUBE CONTROL PANEL FOR MARK IV [FM1D, FM1F]",CRT REMOTE PNL(MK IV ONLY)
FM1E,REMOTE CONTROL SYSTEMS,REMOTE CONTROL,CONTROL HARDWARE, PROVIDE PRINTER FOR REMOTE CATHOD-RAY-TUBE CONTROL PANEL FOR MARK IV [FM1E],PRINTER FOR CRT REMOTE PANEL(MKIV ONLY)
FM1F,REMOTE CONTROL SYSTEMS,REMOTE CONTROL,CONTROL HARDWARE,PROVISIONS FOR CRT REMOTE PANEL(MKIV ONLY) [FM1F],PROVISIONS FOR CRT REMOTE PANEL(MKIV ONLY)
FM1G,REMOTE CONTROL SYSTEMS,REMOTE CONTROL,CONTROL HARDWARE,PROVIDE CABLE-REMOTE PANEL WITH LOCAL MARK IV [FM1G],CABLE REMOTE PANEL WITH MKIV LOCAL
FM1H,REMOTE CONTROL SYSTEMS,REMOTE CONTROL,CONTROL HARDWARE,ADD EMERGENCY STOP PUSH BUTTON [FM1H],EMERGENCY STOP PUSH BUTTON
FM1I,REMOTE CONTROL SYSTEMS,REMOTE CONTROL,CONTROL HARDWARE,PROVIDE NETWORK SERIAL LINK REPEATERS FOR GREATER THAN 400FT [FM1I],SERIAL LINK REPEATERS (GREATER THAN 400FT)
FM1J,REMOTE CONTROL SYSTEMS,REMOTE CONTROL,CONTROL HARDWARE,PROVIDE CATHOD-RAY-TUBE REMOTE SUBASSEMBLIES WITH MOUNTING BY OTHERS [FM1J],CRT REMOTE SUBASSEMBLIES/MOUNTING BY OTHERS
FM1K,REMOTE CONTROL SYSTEMS,REMOTE CONTROL,CONTROL HARDWARE,UPGRADE HUMAN MACHINE INTERFACE (HMI) [FM1K],HMI Uprate
FM2A,REMOTE CONTROL SYSTEMS,SUPERVISORY CONTROL,CONTROL HARDWARE,PROVIDE FOR SUPERVISORY CONTROL PANEL [FM2A],PROVISION FOR SUPERVISORY CONTROL PANEL
FM2B,REMOTE CONTROL SYSTEMS,SUPERVISORY CONTROL,CONTROL HARDWARE,ADD STATION CONTROL PANEL WATT AND FREQUENCY CONTROL AND INDICATION [FM2B],SCP WATT/FREQ CONTROL & INDICATION
FM2C,REMOTE CONTROL SYSTEMS,SUPERVISORY CONTROL,CONTROL HARDWARE,ADD STATION CONTROL PANEL VAR AND VOLTAGE CONTROL AND INDICATION [FM2C],SCP VAR/VOLT CONTROL & INDICATION
FM2D,REMOTE CONTROL SYSTEMS,SUPERVISORY CONTROL,CONTROL HARDWARE,ADD STATION CONTROL PANEL WATT-HOUR INDICATOR [FM2D],SCP WATT HOUR INDICATOR
FM2E,REMOTE CONTROL SYSTEMS,SUPERVISORY CONTROL,CONTROL SOFTWARE,ADD STATION CONTROL PANEL FUEL SELECT CONTROL AND INDICATION [FM2E],SCP FUEL SEL CONTROL & INDICATOR
FM2F,REMOTE CONTROL SYSTEMS,SUPERVISORY CONTROL,CONTROL SOFTWARE,ADD STATION CONTROL PANEL FIRE INDICATION [FM2F],SCP FIRE INDICATION
FM2G,REMOTE CONTROL SYSTEMS,SUPERVISORY CONTROL,CONTROL SOFTWARE,ADD STATION CONTROL PANEL READY TO START INDICATION [FM2G],SCP READY TO START INDICATION
FM2H,REMOTE CONTROL SYSTEMS,SUPERVISORY CONTROL,CONTROL SOFTWARE,ADD STATION CONTROL PANEL ADDITIONAL 32 POINTS OF INDICATION [FM2H],SCP ADDITIONAL 32 PT OF INDICATION
FM2J,REMOTE CONTROL SYSTEMS,SUPERVISORY CONTROL,CONTROL SOFTWARE,ADD STATION CONTROL PANEL DATA LOGGER AND SOFTWARE SUPPORT [FM2J],SCP LOGGER & SOFTWARE SUPPORT
FM2K,REMOTE CONTROL SYSTEMS,SUPERVISORY CONTROL,CONTROL SOFTWARE,ADD STATION CONTROL PANEL LIMIT CHECK LOGGER [FM2K],SCP LIMIT CHECK LOGGER
FM2L,REMOTE CONTROL SYSTEMS,SUPERVISORY CONTROL,CONTROL HARDWARE,ADD STATION CONTROL PANEL PORTABLE DIAGNOSTIC TEST SIMULATOR [FM2L],SCP PORTABLE DIAGNOSTIC TEST SIMULATOR
FM2M,REMOTE CONTROL SYSTEMS,SUPERVISORY CONTROL,CONTROL HARDWARE,ADD STATION SUPERVISORY CONTROL PANELS [FM2M],SUPERVISORY PANELS
FM2N,REMOTE CONTROL SYSTEMS,SUPERVISORY CONTROL,CONTROL HARDWARE,ADD STATION CONTROL PANEL SUPERVISORY CONTROL AND DATA ACQUISITION (SCADA) [FM2N],SCADA
FM3A,REMOTE CONTROL SYSTEMS,DATATRONICS,CONTROL HARDWARE,ADD DATATRONICS DATA LOGGER [FM3A],DATATRONICS DATA LOGGER
FM3B,REMOTE CONTROL SYSTEMS,DATATRONICS,CONTROL HARDWARE,ADD DATATRONICS CONDITION MONITOR [FM3B],DATATRONICS CONDITION MONITOR
FM3C,REMOTE CONTROL SYSTEMS,DATATRONICS,CONTROL HARDWARE,ADD DATATRONICS EVENTS RECORDER [FM3C],DATATRONICS EVENTS RECORDER
FM3D,REMOTE CONTROL SYSTEMS,DATATRONICS,CONTROL HARDWARE,ADD DATATRONICS DATA ACQUISITION SYSTEM [FM3D],DATARONICS-DAS (DATA AQUISITION SYSTEM)
FM3E,REMOTE CONTROL SYSTEMS,DATATRONICS,CONTROL HARDWARE,ADD DATATRONICS DATA ANALYZER AND PROCESSOR [FM3E],DATATRONICS DAP (DATA ANALYZER & PROCESSOR)
FM3F,REMOTE CONTROL SYSTEMS,DATATRONICS,CONTROL HARDWARE,ADD DATATRONICS STATION OPERATOR CONSOLE [FM3F],DATATRONICS-SOC (STATION OPERATOR CONSOL)
FM3G,REMOTE CONTROL SYSTEMS,DATATRONICS,CONTROL HARDWARE,ADD DATATRONICS PERFORMANCE MONITORING PACKAGE [FM3G],DATATRONICS-PERFORMANCE MONITORING PKG
FM3H,REMOTE CONTROL SYSTEMS,DATATRONICS,CONTROL HARDWARE,PROVIDE FOR PERFORMANCE MONITORING INSTRUMENTATION AND EFFICIENCY [FM3H],PROVISIONS FOR PERF MONITORING INST PKG
FM3J,REMOTE CONTROL SYSTEMS,DATATRONICS,CONTROL HARDWARE,PROVIDE ON-SITE MONITORING [FM3J],On-Site Monitoring - M&D
FM3K,REMOTE CONTROL SYSTEMS,DATATRONICS,CONTROL HARDWARE,PROVIDE TIGER ON-SITE MONITORING [FM3K],Tiger Monitoring Product - M&D
FM3L,REMOTE CONTROL SYSTEMS,DATATRONICS,CONTROL HARDWARE,PROVIDE TELEDIAGNOSTICS [FM3L],Telediagnostics - M&D
FM3M,REMOTE CONTROL SYSTEMS,DATATRONICS,INSTRUMENTATION,PROVIDE CORROSION COUPONS [FM3M],Corrosion Coupons
FM3N,REMOTE CONTROL SYSTEMS,DATATRONICS,INSTRUMENTATION,APPLY BLADE HEALTH MONITORING [FM3N],Blade Health Monitoring
FM3NA,REMOTE CONTROL SYSTEMS,DATATRONICS,INSTRUMENTATION,APPLY CASING MODIFICATIONS TO SUPPORT BLADE HEALTH MONITORING [FM3NA],Blade Health Monitoring - Casing Only
FM3NB,REMOTE CONTROL SYSTEMS,DATATRONICS,INSTRUMENTATION,APPLY INSTRUMENTATION TO SUPPORT BLADE HEALTH MONITORING [FM3NB],Blade Health Monitoring - Instrumentation Only
FM4A,REMOTE CONTROL SYSTEMS,REMOTE CONTROL/DATA LOGGER,CONTROL HARDWARE,ADD MARK IV TYPE SMART REMOTE PANEL [FM4A],MKIV-TYPE SMART REMOTE PANEL
FM4B,REMOTE CONTROL SYSTEMS,REMOTE CONTROL/DATA LOGGER,CONTROL HARDWARE,ADD MARK V TYPE SMART REMOTE PANEL [FM4B],MK V-TYPE SMART REMOTE PANEL
FM4C,REMOTE CONTROL SYSTEMS,REMOTE CONTROL/DATA LOGGER,CONTROL HARDWARE,APPLY PERFORMANCE MONITORING PACKAGE [FM4C],PERFORMANCE MONITORING PACKAGE
FM4D,REMOTE CONTROL SYSTEMS,REMOTE CONTROL/DATA LOGGER,CONTROL HARDWARE,ADD HISTORIAN [FM4D],HISTORIAN
FM4E,REMOTE CONTROL SYSTEMS,REMOTE CONTROL/DATA LOGGER,INSTRUMENTATION,ADD INLET AIR FLOW MSRMNT SYSTEM [FM4E],INLET AIR FLOW MEASUREMENT SYSTEM
FM4F,REMOTE CONTROL SYSTEMS,REMOTE CONTROL/DATA LOGGER,CONTROL HARDWARE,UPGRADE TO MULTI-UNIT MARK V CONTROL SYSTEM [FM4F],MULTI-UNIT MKV
FM4G,REMOTE CONTROL SYSTEMS,REMOTE CONTROL/DATA LOGGER,CONTROL HARDWARE,UPGRADE TO MARK V ETHERNET COMMUNICATION [FM4G],MKV Ethernet Com
FN1C,ROTOR & BEARING MONITORING,VIBRATION SENSORS,CONTROL HARDWARE,ADD PROXIMITY PROBE READ-OUT EQUIPMENT FOR BT1E [FN1C],PROXIMITY PROBE READOUT EQUIP FOR BT1E
FN1D,ROTOR & BEARING MONITORING,VIBRATION SENSORS,CONTROL HARDWARE,ADD PROXIMITY PROBE READ-OUT EQUIPMENT FOR BT1G [FN1D],PROXIMITY PROBE READOUT EQUIP FOR BTIG
FN1E,ROTOR & BEARING MONITORING,VIBRATION SENSORS,CONTROL HARDWARE,ADD PROXIMITY PROBE READ-OUT EQUIPMENT FOR BT1H [FN1E],PROXIMITY PROBE READOUT EQUIP FOR BT1H
FN1F,ROTOR & BEARING MONITORING,VIBRATION SENSORS,INSTRUMENTATION,ADD PROXIMITY PROBES FOR NUMBERS 1 AND 4 BEARINGS [FN1F],PROXIMITY PROBES #1 & #4 BEARINGS ONLY
FN1G,ROTOR & BEARING MONITORING,VIBRATION SENSORS,INSTRUMENTATION,ADD PROXIMITY PROBES FOR ALL BEARINGS [FN1G],TURB PROXIMITY PROBES ALL BRGS
FN1H,ROTOR & BEARING MONITORING,VIBRATION SENSORS,INSTRUMENTATION,ADD LOAD EQUIPMENT PROXIMITY PROBES [FN1H],LOAD EQUIPMENT PROXIMITY PROBES
FN1J,ROTOR & BEARING MONITORING,VIBRATION SENSORS,INSTRUMENTATION,ADD SEISMIC VIBRATION SENSORS [FN1J],SEISMIC VIBRAION SENSOR
FN1K,ROTOR & BEARING MONITORING,VIBRATION SENSORS,INSTRUMENTATION,ADD PROXIMITY PROBE FOR NUMBER 4 BEARING [FN1K],PROXIMITY PROBE #4 BRG ONLY
FN1L,ROTOR & BEARING MONITORING,VIBRATION SENSORS,INSTRUMENTATION,ADD PROXIMITY PROBE READ-OUT EQUIPMENT FOR BT1K [FN1L],PROXIMITY PROBE READOUT FOR BT1K
FN1M,ROTOR & BEARING MONITORING,VIBRATION SENSORS,INSTRUMENTATION,ADD LOAD GEAR PROXIMITY PROBES [FN1M],LOAD GEAR PROXIMITY PROBES
FN1N,ROTOR & BEARING MONITORING,VIBRATION SENSORS,INSTRUMENTATION,ADD VIBRATION DETECTORS TO NUMBER 2 AND NUMBER 3 BEARINGS [FN1N],VIBRATION DETECTORS-#2&#3 BRG
FN1O,ROTOR & BEARING MONITORING,VIBRATION SENSORS,INSTRUMENTATION,ADD SEISMIC VIBRATION SENSOR TO LOAD GEAR [FN1O],SEISMIC VIBRATION SENSOR-LOAD GEAR
FN1P,ROTOR & BEARING MONITORING,VIBRATION SENSORS,INSTRUMENTATION,ADD ACCELEROMETER VIBRATION PROBES [FN1P],ACCELEROMETER VIBRATION PROBES
FN1Q,ROTOR & BEARING MONITORING,VIBRATION SENSORS,INSTRUMENTATION,ADD VIBRATION RELAY CONTROL PANEL [FN1Q],VIBRATION RELAY PANEL
FN2A,ROTOR & BEARING MONITORING,BEARING THERMOCOUPLES/RTD'S,INSTRUMENTATION,ADD TURBINE AND LOAD PACKAGE BEARING DRAIN THERMOCOUPLES [FN2A],TURB & LOAD PKG BEARING DRAIN TC
FN2B,ROTOR & BEARING MONITORING,BEARING THERMOCOUPLES/RTD'S,INSTRUMENTATION,ADD TURBINE BEARING DRAIN THERMOCOUPLES [FN2B],TURB BRG DRAIN THERMOCOUPLES
FN2C,ROTOR & BEARING MONITORING,BEARING THERMOCOUPLES/RTD'S,INSTRUMENTATION,ADD TURBINE BEARING DRAIN RTDS [FN2C],TURB BRG DRAIN RTD'S
FN2D,ROTOR & BEARING MONITORING,BEARING THERMOCOUPLES/RTD'S,INSTRUMENTATION,ADD METAL THERMOCOUPLES TO OUTER TURBINE BEARINGS [FN2D],TURB BRG METAL TC'S - OUTER BRGS ONLY
FN2E,ROTOR & BEARING MONITORING,BEARING THERMOCOUPLES/RTD'S,INSTRUMENTATION,ADD METAL THERMOCOUPLES TO ALL TURBINE BEARINGS [FN2E],TURB BRG METAL TC'S - ALL BEARINGS
FN2F,ROTOR & BEARING MONITORING,BEARING THERMOCOUPLES/RTD'S,INSTRUMENTATION,ADD METAL RTDS TO OUTER TURBINE BEARINGS [FN2F],TURB BRG METAL RTD'S-OUTER BRGS ONLY
FN2G,ROTOR & BEARING MONITORING,BEARING THERMOCOUPLES/RTD'S,INSTRUMENTATION,ADD METAL RTDS TO ALL TURBINE BEARINGS [FN2G],TURB BRG METAL RTD'S-ALL BEARINGS
FN2H,ROTOR & BEARING MONITORING,BEARING THERMOCOUPLES/RTD'S,INSTRUMENTATION,ADD TURBINE THRUST BEARING METAL THERMOCOUPLES [FN2H],TURB BRG METAL T.C.-THRUST BRG
FN2K,ROTOR & BEARING MONITORING,BEARING THERMOCOUPLES/RTD'S,INSTRUMENTATION,ADD GENERATOR BEARING DUAL-ELEMENT METAL THERMOCOUPLES [FN2K],GENERATOR BRG METAL T/C'S - 2 DUAL ELEMENT
FN2L,ROTOR & BEARING MONITORING,BEARING THERMOCOUPLES/RTD'S,INSTRUMENTATION,ADD POWER TURBINE BEARING METAL THERMOCOUPLES [FN2L],TURB BRG METL TC'S-POWER TURBINE
FN2M,ROTOR & BEARING MONITORING,BEARING THERMOCOUPLES/RTD'S,INSTRUMENTATION,ADD LOAD GEAR BEARING DUAL-ELEMENT METAL THERMOCOUPLES [FN2M],LOAD GEAR BRG METAL T/C'S - 2 DUAL ELEMENT
FN2N,ROTOR & BEARING MONITORING,BEARING THERMOCOUPLES/RTD'S,INSTRUMENTATION,ADD GENERATOR BEARING METAL RTDS [FN2N],GENERATOR BEARING METAL RTD'S
FN2P,ROTOR & BEARING MONITORING,BEARING THERMOCOUPLES/RTD'S,INSTRUMENTATION,ADD GENERATOR BEARING DRAIN RTDS [FN2P],GENERATOR BEARING DRAIN RTD'S
FN2Q,ROTOR & BEARING MONITORING,BEARING THERMOCOUPLES/RTD'S,INSTRUMENTATION,ADD METAL THERMOCOUPLES TO INNER TURBINE BEARINGS [FN2Q],TURBINE BRG METAL TC'S INNER BRGS ONLY
FN3A,ROTOR & BEARING MONITORING,T&L ANALYSIS,DATA AND SERVICES,"PROVIDE TORSIONAL AND LATERAL ANALYSIS [FN3A, FN3B, FN3C]",T&L ANALYSIS (SINGLE SHAFT LOAD)
FN3B,ROTOR & BEARING MONITORING,T&L ANALYSIS,DATA AND SERVICES,TORSIONAL AND LATERAL ANALYSIS (2- OR 3-SHAFT LOAD) [FN3B],T&L ANALYSIS (2 OR 3 SHAFT LOAD)
FN3C,ROTOR & BEARING MONITORING,T&L ANALYSIS,DATA AND SERVICES,TORSIONAL AND LATERAL ANALYSIS (MORE THAN 3-SHAFT LOAD) [FN3C],T&L ANALYSIS (MORE THAN 3 SHAFT LOAD)
FN3D,ROTOR & BEARING MONITORING,T&L ANALYSIS,DATA AND SERVICES,PROVIDE DATA FOR CUSTOMER TO COMPLETE TORSIONAL AND LATERAL ANALYSIS [FN3D],PROVIDE CUSTOMER TO DO T&L ANALYSIS
FP1A,LOAD EQUIPMENT,LOAD AND ACCESSORY COUPLINGS,LOAD EQUIPMENT,PROVIDE CONTINUOUSLY LUBRICATED ACCESSORY COUPLING [FP1A],CONTINUOUS LUBRICATED ACCESSORY COUPLING
FP1B,LOAD EQUIPMENT,LOAD AND ACCESSORY COUPLINGS,LOAD EQUIPMENT,PROVIDE DRY DIAPHRAGM TYPE ACCESSORY COUPLING [FP1B],DRY DIAPHRAGM TYPE ACCESSORY COUPLING
FP1C,LOAD EQUIPMENT,LOAD AND ACCESSORY COUPLINGS,LOAD EQUIPMENT,PROVIDE CONTINUOUSLY LUBRICATED TORQUE-MEASURING ACCESSORY COUPLING [FP1C],CONT LUBRICATED TORQUE MEASURING ACCY COUPL
FP1D,LOAD EQUIPMENT,LOAD AND ACCESSORY COUPLINGS,LOAD EQUIPMENT,PROVIDE DRY DIAPHRAGM TORQUE-MEASURING TYPE ACCESSORY COUPLING [FP1D],DRY DIAPHRAGM TORQUE MEASURING ACCY COUPLIN
FP1E,LOAD EQUIPMENT,LOAD AND ACCESSORY COUPLINGS,LOAD EQUIPMENT,PROVIDE OIL-FILLED ACCESSORY COUPLING [FP1E],OIL FILLED ACCESSORY COUPLING
FP1F,LOAD EQUIPMENT,LOAD AND ACCESSORY COUPLINGS,LOAD EQUIPMENT,PROVIDE ACCESSORY COUPLING GUARD [FP1F],ACCESSORY COUPLING GUARD
FP1G,LOAD EQUIPMENT,LOAD AND ACCESSORY COUPLINGS,LOAD EQUIPMENT,PROVIDE CONTINUOUSLY LUBRICATED LOAD COUPLING [FP1G],CONTINUOUS LUBRICATED LOAD COUPLING
FP1H,LOAD EQUIPMENT,LOAD AND ACCESSORY COUPLINGS,LOAD EQUIPMENT,PROVIDE DRY DIAPHRAGM TYPE LOAD COUPLING [FP1H],DRY DIAPHRAGM TYPE LOAD COUPLING
FP1I,LOAD EQUIPMENT,LOAD AND ACCESSORY COUPLINGS,LOAD EQUIPMENT,PROVIDE DISC TYPE LOAD COUPLING [FP1I],Disc Type Load Coupling
FP1J,LOAD EQUIPMENT,LOAD AND ACCESSORY COUPLINGS,LOAD EQUIPMENT,PROVIDE CONTINUOUSLY LUBRICATED TORQUE-MEASURING LOAD COUPLING [FP1J],CONTINUOUS LUBRICATED TORQUE MEASURING LOAD
FP1K,LOAD EQUIPMENT,LOAD AND ACCESSORY COUPLINGS,LOAD EQUIPMENT,PROVIDE DRY DIAPHRAGM TORQUE-MEASURING TYPE LOAD COUPLING [FP1K],DRY DIAPHRAGM TORQUE MEASURING LOAD COUPLIN
FP1L,LOAD EQUIPMENT,LOAD AND ACCESSORY COUPLINGS,LOAD EQUIPMENT,PROVIDE RIGID LOAD COUPLING [FP1L],RIGID LOAD COUPLING
FP1M,LOAD EQUIPMENT,LOAD AND ACCESSORY COUPLINGS,LOAD EQUIPMENT,PROVIDE LOAD COUPLING GUARD [FP1M],LOAD COUPLING GUARD
FP1N,LOAD EQUIPMENT,LOAD AND ACCESSORY COUPLINGS,LOAD EQUIPMENT,PROVIDE STARTING TURBINE COUPLING GUARD [FP1N],"GUARD, COUPLING - STARTING TURBINE"
FP1P,LOAD EQUIPMENT,LOAD AND ACCESSORY COUPLINGS,LOAD EQUIPMENT,ADD STARTING TURBINE COUPLING [FP1P],"COUPLING, STARTING TURBINE"
FP2A,LOAD EQUIPMENT,GENERATOR MODIFICATIONS,LOAD EQUIPMENT,SUPPLY AIR COOLED LYNN GENERATOR [FB2A],SUPPLY LYNN GENERATOR AIR COOLED
FP2B,LOAD EQUIPMENT,GENERATOR MODIFICATIONS,LOAD EQUIPMENT,SUPPLY AIR COOLED BRUSH GENERATOR [FP2B],SUPPLY BRUSH GENERATOR AIR COOLED
FP2C,LOAD EQUIPMENT,GENERATOR MODIFICATIONS,LOAD EQUIPMENT,SUPPLY TEWAC LYNN GENERATOR [FB2C],SUPPLY LYNN GENERATOR TEWAC
